Company,Title,States,Date Issued,Recall Reason,Recall Status,Recall Classification
,Sukhi&#039;s Gourmet Indian Foods Retira Del Mercado Productos De Pollo &quot;Tikka Masala&quot; Por Posible Contaminación Con Listeria ,California,,Product Contamination,Closed Recall,Class I
Missa Bay LLC,Missa Bay LLC Recalls Chicken Wrap Products Due To Misbranding and Undeclared Allergens,"Indiana, New Jersey",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Missa Bay LLC,Missa Bay LLC Retira Productos De Rollos (“Wrap”) De Pollo Debido A Un Error De Rotulación y Alérgenos No Declarados,"Indiana, New Jersey",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Trafon Group Recalls Chicken and Pork Products Produced Without Benefit of Import Inspection,Puerto Rico,,"Produced Without Benefit of Inspection, Import Violation",Closed Recall,Class I
,Trafon Group Retira Productos De Pollo Y Cerdo Producidos Sin El Beneficio De Inspeccin De Importacin,Puerto Rico,,"Produced Without Benefit of Inspection, Import Violation",Closed Recall,Class I
,Green Cuisine Recalls Poultry Products Due To Possible Foreign Matter Contamination,"Arizona, California, Colorado, Idaho, Louisiana, Nevada, New Mexico, Oklahoma, Oregon, Texas, Utah, Washington",,Product Contamination,Closed Recall,Class I
,Green Cuisine Retira Productos De Aves Por Posible Contaminacin Con Material Extrao,"Arizona, California, Colorado, Idaho, Louisiana, Nevada, New Mexico, Oklahoma, Oregon, Texas, Utah, Washington",,Product Contamination,Closed Recall,Class I
,"Rafedain Shish Kabob Restaurant, Inc. Recalls Chicken Patty Shish Kabob Products Due To Misbranding and Undeclared Allergens","Massachusetts, North Carolina, Utah, Virginia, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"Rafedain Shish Kabob Restaurant, Inc. Retira Productos De Pincho (“Shish Kabob”) De Arne De Pollo Preparada Debido a un Error De Rotulación y Alérgenos No Declarados","Massachusetts, North Carolina, Utah, Virginia, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Caesar&#039;s Pasta, LLC","Caesar&#039;s Pasta, LLC Recalls Beef Meatball Products Due To Misbranding and Undeclared Allergens",Pennsylvania,,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Caesar&#039;s Pasta, LLC","Caesar’s Pasta, LLC Retira Productos De Albóndigas De Res Debido a un Error De Rotulación y Alérgenos No Declarados ",Pennsylvania,,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Santa Fe Importers, Inc.","Santa Fe Importers, Inc. Recalls Ready-To-Eat Pork Products due to Possible Extraneous Material Contamination",California,,Product Contamination,Closed Recall,Class II
"Santa Fe Importers, Inc.","Santa Fe Importers, Inc. Retira Productos De Cerdo Listos Para Comer Por Posible Contaminacin Con Material Extrao",California,,Product Contamination,Closed Recall,Class II
,Piller&#039;s Fine Foods Recalls Ready-To-Eat Salami and Speck Products  due to Possible Salmonella Adulteration,"California, Illinois, Michigan, New Jersey, New York",,Product Contamination,Closed Recall,Class I
,Piller&#039;s Fine Foods Retira Productos De Salami Y Prosciutto Debido A Posible Adulteracin Con Salmonella,"California, Illinois, Michigan, New Jersey, New York",,Product Contamination,Closed Recall,Class I
,Swift Beef Company Recalls Beef Stew Products Due to Possible Foreign Matter Contamination,Texas,,Product Contamination,Closed Recall,Class I
,Swift Beef Company Retira Productos De Estofado De Carne De Res Debido A Posible Contaminacin Con Material Extrao,Texas,,Product Contamination,Closed Recall,Class I
,PFP Enterprises LLC Recalls Ground Beef Products Due to Misbranding and an Undeclared Allergen,Texas,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,PFP Enterprises LLC Retira Productos De Carne Molida De Res Debido A Un Error De Rotulacin Y Alrgenos No Declarados,Texas,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Hempler Foods Group LLC,"Hempler Foods Group, LLC Recalls Pepperoni Products due to Possible Extraneous Material Contamination",Washington,,Product Contamination,Closed Recall,Class I
Hempler Foods Group LLC,"Hempler Foods Group, LLC Retira Producto De Pepperoni Debido A Una Posible Contaminacin Con Material Extrao",Washington,,Product Contamination,Closed Recall,Class I
Crescent City Meats,Crescent City Meats Recalls Ready-To-Eat Tasso Ham Products due to Underprocessing,,,Processing Defect,Closed Recall,Class I
Crescent City Meats,Crescent City Meats Retira Jamn Tasso Listo Para Consumir Debido A Falta De Procesamiento Completo,,,Processing Defect,Closed Recall,Class I
DiscoverFresh Foods,"Duke Sandwich Productions, Inc. Recalls Ready-To-Eat Chicken Salad Products Due to Misbranding","Alabama, Georgia, North Carolina, South Carolina, Tennessee, Virginia",2021-05-13,Misbranding,Closed Recall,Class III
DiscoverFresh Foods,"Duke Sandwich Productions, Inc. Retira Productos De Ensalada De Pollo Listos Para Consumir Debido A Un Error De Rotulacin","Alabama, Georgia, North Carolina, South Carolina, Tennessee, Virginia",,Misbranding,Closed Recall,Class III
Perdue Foods LLC,Perdue Foods LLC Recalls Chicken Products due to Misbranding and Undeclared Allergens,"Florida, Maryland, Washington",,Unreported Allergens,Closed Recall,Class I
Perdue Foods LLC,Perdue Foods LLC Retira Productos De Pollo Debido A Un Error De Rotulacin Y Alrgenos No Declarados,"Florida, Maryland, Washington",,Unreported Allergens,Closed Recall,Class I
CAFE SPICE LLC,"Café Spice GCT Inc., Recalls Ready-To-Eat Chicken Salad Products Due to Misbranding and an Undeclared Allergen",,,Unreported Allergens,Closed Recall,Class I
CAFE SPICE LLC,"Cafe Spice GCT Inc., Retira Productos De Ensalada De Pollo Listos Para Consumir Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado",,,Unreported Allergens,Closed Recall,Class I
,Rich Products Corporation Recalls Beef Products due to Possible Listeria Contamination,"Alabama, Florida, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, Virginia",,Product Contamination,Closed Recall,Class I
,Rich Products Corporation Retira Productos De Carne De Res Debido A Una Posible Contaminacin Con Listeria,"Alabama, Florida, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, Virginia",,Product Contamination,Closed Recall,Class I
"Whip City Jerky, LLC","Whip City Jerky, LLC Recalls Beef Jerky Products Due to Misbranding and an Undeclared Allergen","Connecticut, Massachusetts",,Unreported Allergens,Closed Recall,Class I
"Guymon Extracts, Inc","Guymon Extracts, Inc. Recalls Fully Cooked Pork Products Due to Possible Processing Deviation",,,,Closed Recall,Class I
"Guymon Extracts, Inc","Guymon Extracts, Inc. Retira Productos De Cerdo Totalmente Cocidos Debido A Una Posible Desviacin Durante El Procesamiento",,,,Closed Recall,Class I
,Olymel S.E.C./ L.P. Recalls Pork Products Produced Without Benefit of Import Inspection,"Oregon, Washington",,Produced Without Benefit of Inspection,Closed Recall,Class I
,Olymel S.E.C./ L.P. Retira Productos De Cerdo Producidos Sin El Beneficio De Inspeccin De Importacin,"Oregon, Washington",,Produced Without Benefit of Inspection,Closed Recall,Class I
Saker Shoprites Inc,"Saker ShopRites, Inc. Recalls Empanadas due to Misbranding and an Undeclared Allergen",New Jersey,,Unreported Allergens,Closed Recall,Class I
Saker Shoprites Inc,"Saker Shoprites, Inc. Retira Empanadas Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado",New Jersey,,Unreported Allergens,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corporation Recalls Ready-to-Eat Chicken Products due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
Pilgrim&#039;s Pride Corporation,Pilgrim&#039;s Pride Corporation Retira Productos De Pollo Listos Para Consumir Debido A Una Posible Contaminacin Con Materia Externa,,,Product Contamination,Closed Recall,Class I
A &amp; A Finest,A &amp; A Finest Recalls Frozen Pork and Shrimp Dumpling Products due to Misbranding and an Undeclared Allergen,New York,,Unreported Allergens,Closed Recall,Class I
A &amp; A Finest,A &amp; A Finest Retira Productos De Albndiga De Cerdo Y Camarones Congelados Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado,New York,,Unreported Allergens,Closed Recall,Class I
"Night Hawk Frozen Foods, Inc.","Night Hawk Frozen Foods, Inc. Recalls Frozen Beef Products Due to Misbranding and Undeclared Allergens","Louisiana, Texas",,Unreported Allergens,Closed Recall,Class I
"Night Hawk Frozen Foods, Inc.","Night Hawk Frozen Foods, Inc. Retira Productos De Carne De Res Congelados Debido A Un Error De Rotulacin Y Alrgenos No Declarados","Louisiana, Texas",,Unreported Allergens,Closed Recall,Class I
,Triple T Specialty Meats Inc. Recalls Chicken Salad Products Due to Possible Salmonella Contamination,"Illinois, Iowa, Minnesota, Nebraska, South Dakota",,Product Contamination,Closed Recall,Class I
,Triple T Specialty Meats Inc. Retira Productos De Ensalada De Pollo Debido A Una Posible Contaminacin Con Salmonella,"Illinois, Iowa, Minnesota, Nebraska, South Dakota",,Product Contamination,Closed Recall,Class I
J Bar B Foods,J Bar B Foods Recalls Chicken Sausage Products due to Misbranding and an Undeclared Allergen,"Arizona, California, Colorado, Utah, Virginia",,Unreported Allergens,Closed Recall,Class I
J Bar B Foods,J Bar B Foods Retira Productos De Salchicha De Pollo Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado,"Arizona, California, Colorado, Utah, Virginia",,Unreported Allergens,Closed Recall,Class I
Sensenig Turkey Farm LLC,Sensenig Turkey Farm LLC Recalls Turkey Sausage Products Due to Misbranding and Undeclared Allergens,"Maryland, Massachusetts, New Jersey, Pennsylvania",,Unreported Allergens,Closed Recall,Class I
Sensenig Turkey Farm LLC,Sensenig Turkey Farm LLC Retira Productos De Salchicha De Pavo Debido A Un Error De Rotulacin Y Alrgenos No Declarados,"Maryland, Massachusetts, New Jersey, Pennsylvania",,Unreported Allergens,Closed Recall,Class I
,The Kansas City Baking Company Recalls Ready-To-Eat Meat Products Produced without Benefit of Inspection,"Kansas, Missouri",,Produced Without Benefit of Inspection,Closed Recall,Class I
,La Kansas City Baking Company Retira Productos De Carne Listos Para Consumir Producidos Sin El Beneficio De Inspeccin,"Kansas, Missouri",,Produced Without Benefit of Inspection,Closed Recall,Class I
OLLI SALUMERIA AMERICANA,Olli Salumeria Americana Firm Recalls Ready-To-Eat Meat Products due to Possible Listeria Contamination,,,Product Contamination,Closed Recall,Class I
OLLI SALUMERIA AMERICANA,La Empresa Olli Salumeria Americana Retira Productos De Carne Listos Para Consumir Debido A Una Posible Contaminacin Con Listeria,,,Product Contamination,Closed Recall,Class I
"Interstate Meat Dist., Inc.","Interstate Meat Distributors, Inc., Recalls Ground Beef and Pork Products due to Possible E. coli O157:H7 Contamination","Oregon, Utah, Washington",,Product Contamination,Closed Recall,Class I
"Interstate Meat Dist., Inc.","Interstate Meat Distributors, Inc., Retira Productos De Carne De Res Y Cerdo Molida Debido A Una Posible Contaminacin Con E. Coli O157:H7","Oregon, Utah, Washington",,Product Contamination,Closed Recall,Class I
Heartland Catfish Company,Heartland Catfish Company Recalls Siluriformes Fish Products Due to Possible Adulteration,"Alabama, Arizona, Arkansas, Colorado, Illinois, Texas, Vermont",,Product Contamination,Closed Recall,Class II
Heartland Catfish Company,Heartland Catfish Company Retira Productos De Pescado Siluriformes Debido A Una Posible Adulteracin,"Alabama, Arizona, Arkansas, Colorado, Illinois, Texas, Vermont",,Product Contamination,Closed Recall,Class II
"Johnsonville, LLC","Johnsonville, LLC Recalls Smoked Pork Sausage Products due to Possible Foreign Matter Contamination",,,Product Contamination,Closed Recall,Class I
"Johnsonville, LLC","Johnsonville, LLC Retira Productos De Salchicha De Cerdo Ahumada Debido A Una Posible Contaminacin Con Materia Externa",,,Product Contamination,Closed Recall,Class I
Standard Meat Company,Standard Meat Company Recalls Beef Products Due to Possible Salmonella Contamination,,,Product Contamination,Closed Recall,Class I
Standard Meat Company,Standard Meat Company Retira Productos De Carne De Res Debido A Una Posible Contaminacin Con Salmonella,,,Product Contamination,Closed Recall,Class I
"Stampede Meat, Inc.","SMI Holdings, Inc Recalls Beef Products Due to Possible Salmonella Contamination",,2019-12-13,Product Contamination,Closed Recall,Class I
"Stampede Meat, Inc.","SMI Holdings, Inc Retira Productos De Carne De Res Debido A Una Posible Contaminacin Con Salmonella",,,Product Contamination,Closed Recall,Class I
"Mickey Brown, Inc.","Mickey Brown, Inc Recalls Beef Burrito Products Produced Without Benefit of Inspection",Louisiana,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Mickey Brown, Inc.","Mickey Brown, Inc Retira Productos De Burrito De Carne De Res Producidos Sin El Beneficio De La Inspeccin",Louisiana,,Produced Without Benefit of Inspection,Closed Recall,Class I
"California Jerky Factory, Inc.","California Jerky Factory, Inc. Recalls Beef Jerky Products Due to Possible Processing Deviation","California, Hawaii, Nevada",,Processing Defect,Closed Recall,Class I
"California Jerky Factory, Inc.","California Jerky Factory, Inc. Retira Productos De Carne Seca Debido A Una Posible Desviacin Durante El Procesamiento","California, Hawaii, Nevada",,Processing Defect,Closed Recall,Class I
Tony Downs Foods Company,"Tony Downs Food Company, Inc. Recalls Chicken Products due to Possible Foreign Matter Contamination",,,Product Contamination,Closed Recall,Class I
Tony Downs Foods Company,"Tony Downs Food Company, Inc. Retira Productos de Pollo Debido a Una Posible Contaminacin con Materia Externa",,,Product Contamination,Closed Recall,Class I
,"Target Corporation Recalls Frozen Ready-To-Eat and Non-Ready-To-Eat Meat and Poultry Products due to Possible Temperature Abuse During Transport at a Single Store on Oahu, Honolulu, HI",Hawaii,,,Closed Recall,Class I
,"Target Corporation Retira Productos Congelados De Carne De Res Y Aves Listos Para Consumir Y No Listos Para Consumir Debido Al Sometimiento A Temperaturas Indebidas Al Transportarse A Una nica Tienda En Oahu, Honolulu, Hi.",Hawaii,,,Closed Recall,Class I
"Patterson TMP Operating, LLC",PFP Enterprises LLC Recalls Raw Beef Products Produced Without Benefit of Inspection,"Alabama, Arkansas, Indiana, Louisiana, Mississippi, Missouri, Oklahoma, Texas, Wisconsin",,Produced Without Benefit of Inspection,Closed Recall,Class I
"Patterson TMP Operating, LLC",PFP Enterprises LLC Retira Productos De Carne De Res Cruda Producidos Sin El Beneficio De La Inspeccin,"Alabama, Arkansas, Indiana, Louisiana, Mississippi, Missouri, Oklahoma, Texas, Wisconsin",,Produced Without Benefit of Inspection,Closed Recall,Class I
"Good Foods Group, LLC","Good Foods Group, LLC Recalls Ready-To-Eat Chicken Products Due to Misbranding and Undeclared Allergen","Illinois, Indiana, Kansas, Minnesota, Missouri, Nebraska, Wisconsin",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Good Foods Group, LLC","Good Foods Group, LLC Retira Productos De Pollo Listos Para Consumir Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado","Illinois, Indiana, Kansas, Minnesota, Missouri, Nebraska, Wisconsin",,"Misbranding, Unreported Allergens",Closed Recall,Class I
J.T.M. Provisions Company,J.T.M. Provisions Company Recalls Beef Products Due to Possible Foreign Matter Contamination,"Indiana, Kentucky, Ohio",,Product Contamination,Closed Recall,Class II
J.T.M. Provisions Company,J.T.M. Provisions Company Retira De Productos De Carne De Res Debido A Una Posible Contaminacin Con Materia Externa,"Indiana, Kentucky, Ohio",,Product Contamination,Closed Recall,Class II
"Conagra Brands (Conagra Foods Packaged Foods, LLC)",Conagra Brands Inc. Recalls Salisbury Steak Products Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
"Conagra Brands (Conagra Foods Packaged Foods, LLC)",Conagra Brands Inc. Retira Productos De Filete Salisbury Debido A Una Posible Contaminacin Con Materia Externa,,,Product Contamination,Closed Recall,Class I
Koch Foods,Koch Foods Inc. Recalls Beef Products Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class II
Koch Foods,Koch Foods Inc. Retira Productos De Carne De Res Debido A Una Posible Contaminacin Con Materia Externa,,,Product Contamination,Closed Recall,Class II
Fresh Food Manufacturing Company,Fresh Foods Manufacturing Co. Recalls Ready-To-Eat Salad Products Due to Possible E. coli O157:H7 Contamination,"Indiana, Ohio, Pennsylvania, Virginia, West Virginia",,Product Contamination,Closed Recall,Class I
Fresh Food Manufacturing Company,Fresh Foods Manufacturing Co. Retira Productos De Ensalada Listos Para Consumir Debido A Una Posible Contaminacin Con E. Coli O157:H7,"Indiana, Ohio, Pennsylvania, Virginia, West Virginia",,Product Contamination,Closed Recall,Class I
,Pinnacle Foods Inc. Recalls Beef Products Due to Possible Processing Deviation,,,,Closed Recall,Class I
,Pinnacle Foods Inc. Retira Productos De Carne De Res Debido A Una Posible Desviacin Durante El Procesamiento,,,,Closed Recall,Class I
"Eddy Packing Co., Inc.","Eddy Packing Co., Inc. Recalls Smoked Sausage Products Due to Possible Foreign Matter Contamination","California, Georgia, Illinois, New Mexico, Oklahoma, Texas",,Product Contamination,Closed Recall,Class I
"Eddy Packing Co., Inc.","Eddy Packing Co., Inc. Retira Productos De Salchicha Ahumada Debido A Una Posible Contaminacin Con Materia Externa","California, Georgia, Illinois, New Mexico, Oklahoma, Texas",,Product Contamination,Closed Recall,Class I
"JBS Lenoir, Inc","JBS USA, Inc. Recalls Ground Beef Products Due to Possible Foreign Matter Contamination","Indiana, Virginia",,Product Contamination,Closed Recall,Class II
"JBS Lenoir, Inc","JBS USA, Inc. Retira Productos De Carne De Res Molida Debido A Una Posible Contaminacin Con Materia Externa","Indiana, Virginia",,Product Contamination,Closed Recall,Class II
Blount Fine Foods,Blount Fine Foods Recalls Chicken Tortilla Soup Products Due To Misbranding And An Undeclared Allergen,"Connecticut, Massachusetts, New Jersey",,"Misbranding, Unreported Allergens",Closed Recall,Class II
Blount Fine Foods,Blount Fine Foods Retira Productos De Sopa De Tortilla De Pollo Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado,"Connecticut, Massachusetts, New Jersey",,"Misbranding, Unreported Allergens",Closed Recall,Class II
Hempler Foods Group LLC,Hempler Foods Group Recalls Ready-To-Eat Pepperoni Sticks Due to Misbranding and Undeclared Allergen,"California, Oregon, Utah, Washington",,,Closed Recall,Class I
Hempler Foods Group LLC,Hempler Foods Group Retira Palitos De Pepperoni Listos Para Consumir Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado,"California, Oregon, Utah, Washington",,,Closed Recall,Class I
Kent Quality Foods Inc.,"Kent Quality Foods, Inc. Recalls Hot Dog and Sausage Products Due to Misbranding and an Undeclared Allergen",,,"Misbranding, Unreported Allergens",Closed Recall,Class II
Kent Quality Foods Inc.,"Kent Quality Foods, Inc. Retira Productos De Salchichas &amp;quot;Hot-Dogs&amp;quot; Y Salchichas Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado",,,"Misbranding, Unreported Allergens",Closed Recall,Class II
,Hormel Foods Corporation Recalls Canned Pork and Chicken Products due to Possible Foreign Matter Contamination,Guam,,Product Contamination,Closed Recall,Class I
,Hormel Foods Corporation Retira Productos De Pollo Y Cerdo Enlatados Debido A Una Posible Contaminacin Con Materia Externa,Guam,,Product Contamination,Closed Recall,Class I
Great Kitchens Food Company,Uno Foods Inc. Recalls Ham and Cheese Calzones Due to Misbranding,,2021-05-13,Misbranding,Closed Recall,Class III
Great Kitchens Food Company,Uno Foods Inc. Retira Calzones De Jamn Y Queso Debido A Un Error De Rotulacin,,,Misbranding,Closed Recall,Class III
"Ruiz Food Products, Inc.","Ruiz Food Products, Inc. Recalls 12-Count Frozen Breakfast Burritos due to Possible Foreign Matter Contamination",,,Product Contamination,Closed Recall,Class II
"Ruiz Food Products, Inc.","Ruiz Food Products, Inc. Retira Burritos De Desayuno Congelados En 12 Unidades Debido A Una Posible Contaminacin Con Materia Externa",,,Product Contamination,Closed Recall,Class II
"Eddy Packing Co., Inc.","Eddy Packing Co., Inc. Recalls Smoked Sausage Product due to Possible Foreign Matter Contamination",Texas,,Product Contamination,Closed Recall,Class II
"Eddy Packing Co., Inc.","Eddy Packing Co., Inc. Retira Producto De Salchicha Ahumada Debido A Una Posible Contaminacin Con Materia Externa",Texas,,Product Contamination,Closed Recall,Class II
,"Supermercado Selectos Recalls Raw, Frozen Meat and Poultry Products Produced Without Benefit of Inspection",Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
,Supermercado Selectos Retira Productos Congelados De Carne Y Aves Crudos Producidos Sin El Beneficio De Una Inspeccin,Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Supermercado Selectos, San Sebasti†n, Recalls Raw, Frozen Siluriformes Fish, Meat and Poultry Products Produced Without Benefit of Inspection",Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Supermercado Selectos, San Sebastin, Retira Productos Congelados De Pescado Siluriformes, Carne Y Aves Crudos Producidos Sin El Beneficio De Una Inspeccin",Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Goodman Food Products, Texas Inc.",Goodman Food Products Recalls Fully Cooked Ground Beef Products Due to Possible Foreign Matter Contamination,"Connecticut, Maine",,Product Contamination,Closed Recall,Class I
"Goodman Food Products, Texas Inc.",Goodman Food Products Retira Productos De Carne De Res Molida Totalmente Cocidos Debido A Una Posible Contaminacin Con Materia Externa,"Connecticut, Maine",,Product Contamination,Closed Recall,Class I
,"Venda Ravioli, Inc. Recalls Meat Ravioli Products Produced Without Benefit of Inspection","Massachusetts, Rhode Island",,Produced Without Benefit of Inspection,Closed Recall,Class I
,Tyson Foods Inc. Recalls Breaded Chicken Products Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class II
,Tyson Foods Inc. Retira Productos De Pollo Apanados Debido A Una Posible Contaminacin Con Materia Externa,,,Product Contamination,Closed Recall,Class II
,"Venda Ravioli, Inc. Recalls Meat and Poultry Pasta Products Produced without Benefit of Inspection","Rhode Island, Massachusetts, Rhode Island",,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Venda Ravioli, Inc. Retira Productos De Pasta Con Carne Y Pollo Producidos Sin El Beneficio De La Inspeccin","Rhode Island, Massachusetts, Rhode Island",,Produced Without Benefit of Inspection,Closed Recall,Class I
,HF Food Distributors Recalls Pork Products Produced without Benefit of Inspection,Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
,HF Food Distributors Retira Productos De Cerdo Producidos Sin El Beneficio De Una Inspeccin,Puerto Rico,,Produced Without Benefit of Inspection,Closed Recall,Class I
J Bar B Foods,J Bar B Foods Recalls Beef Sausage Products due to Adulterated and Misbranded Ingredient,Texas,,Misbranding,Closed Recall,Class II
J Bar B Foods,J Bar B Foods Retira Productos De Salchicha De Res Debido A Un Ingrediente Adulterado Y Errneamente Rotulado,Texas,,Misbranding,Closed Recall,Class II
Texas Natural Meats,Texas Natural Meats Recalls Frozen Raw Ground Beef Products,Texas,,Product Contamination,Closed Recall,Class I
Texas Natural Meats,Texas Natural Meats Retira Productos Congelados De Carne De Res Cruda Y Molida Debido A Una Posible Contaminacin Con E. Coli O103,Texas,,Product Contamination,Closed Recall,Class I
Winter Sausage Manufacturing Company Inc.,Winter Sausage Manufacturing Co. Recalls Poultry and Meat Products due to Misbranding,"Illinois, Michigan, Pennsylvania",,Misbranding,Closed Recall,Class II
Winter Sausage Manufacturing Company Inc.,Winter Sausage Manufacturing Co. Retira Productos De Pollo Y Carne Debido A Un Error De Rotulacin,"Illinois, Michigan, Pennsylvania",,Misbranding,Closed Recall,Class II
"Agri Star Meat and Poultry, LLC",Agri Star Meat And Poultry LLC Recalls Beef Pastrami Products due to Possible Processing Deviation,"California, Florida, Illinois, New York, Washington",2018-11-09,Processing Defect,Closed Recall,Class II
"Agri Star Meat and Poultry, LLC",Agri Star Meat And Poultry Llc Retira Productos De Pastrami De Carne De Res Debido A Una Posible Desviacin Durante El Procesamiento,"California, Florida, Illinois, New York, Washington",,Processing Defect,Closed Recall,Class II
The Quay Corporation,Quay Corporation Recalls Pork Products Produced Without Benefit Of Inspection,Texas,,Produced Without Benefit of Inspection,Closed Recall,Class I
The Quay Corporation,Quay Corporation Retira Productos De Cerdo Producidos Sin El Beneficio De La Inspeccin,Texas,,Produced Without Benefit of Inspection,Closed Recall,Class I
"People&#039;s Sausage Company, Inc.",People&#039;s Sausage Co. Recalls Jerky and Meat Stick Products Produced without an Approved Voluntary Grant of Inspection,Montana,,Produced Without Benefit of Inspection,Closed Recall,Class I
"People&#039;s Sausage Company, Inc.",People&#039;s Sausage Co. Retira Productos De Palos De Carne (Meat Sticks) Y Carne Seca (Jerky) Producidos Sin El Otorgamiento Voluntario Aprobado De Inspeccin,Montana,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Land O&#039;Frost, Inc.",Recall Notification Report 054-2018 (Ham Products),"Arizona, California, Oregon, Texas, Washington",2021-05-13,Misbranding,Closed Recall,Class III
"Land O&#039;Frost, Inc.",Land O&#039;Frost Inc. Retira Productos De Cerdo Debido A Un Error De Rotulacin,"Arizona, California, Oregon, Texas, Washington",,Misbranding,Closed Recall,Class III
L&amp;D Market Inc.,"L&amp;D Market, Inc. Recalls Chicken Wrap Products Due to Misbranding and Undeclared Allergens",Massachusetts,,Unreported Allergens,Closed Recall,Class I
L&amp;D Market Inc.,"L&amp;D Market, Inc. Retira Productos De Rollo De Pollo Debido A Un Error De Rotulacin Y Alrgenos No Declarados",Massachusetts,,Unreported Allergens,Closed Recall,Class I
Aunt Kitty&#039;s Foods Inc,Aunt Kitty&#039;s Foods Inc. Recalls Canned Chicken Products Due to Possible Processing Deviation,"New Jersey, New York",,Processing Defect,Closed Recall,Class I
Aunt Kitty&#039;s Foods Inc,Aunt Kitty&#039;s Foods Inc. Retira Productos De Pollo Enlatados Debido A Una Posible Desviacin Durante El Procesamiento,"New Jersey, New York",,Processing Defect,Closed Recall,Class I
Afandina Halal,Afandina Halal Recalls Raw Chicken Products Produced Without Benefit of Inspection,New York,,Produced Without Benefit of Inspection,Closed Recall,Class I
Afandina Halal,Afandina Halal Retira Productos De Pollo Crudos Producidos Sin El Beneficio De La Inspeccin,New York,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Tillamook Country Smoker, LLC",Recall Notification Report 059-2018 (Beef Jerky Products),"North Carolina, Utah",2021-05-13,Misbranding,Closed Recall,Class III
"Tillamook Country Smoker, LLC","Tillamook Country Smoker, LLC Retira Productos De Carne Seca (Jerky) De Res Listos Para Consumir Debido A Un Error De Rotulacin","North Carolina, Utah",,Misbranding,Closed Recall,Class III
"Nueske&#039;s Meat Products, Inc.",Recall Notification Report 058-2018 (Pork Products),,2020-05-06,Misbranding,Closed Recall,Class III
"Nueske&#039;s Meat Products, Inc.","Nueske&#039;s Meat Products, Inc. Retira Productos De Cerdo Debido A Un Error De Rotulacin",,2021-06-09,Misbranding,Closed Recall,Class III
,"The Beautiful Pig, Inc. Recalls Ready-To-Eat And Raw Pork And Beef Products Produced Without The Benefit Of Inspection And Shipped Under U.S. Retention","Oregon, Washington",,,Closed Recall,Class I
,"The Beautiful Pig, Inc. Retira Productos De Carne De Cerdo Y Res Crudos Y Listos Para Consumir Producidos Sin El Beneficio De La Inspeccin","Oregon, Washington",,,Closed Recall,Class I
,New Seasons Market Recalls Ready-To-Eat Sesame Noodle Chicken Salad Products Due to Misbranding and Undeclared Allergens,"Oregon, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"New Seasons Market Retira Productos De Ensalada De Pollo, Fideos Y Ajonjol Listos Para Consumir Debido A Un Error De Rotulacin Y Alrgenos No Declarados","Oregon, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Smithfield Packaged Meats Corp.,Smithfield Packaged Meats Corp. Recalls Pepperoni Five Cheese Calzone Products Due to Possible Extraneous Material Contamination,,,,Closed Recall,Class I
Smithfield Packaged Meats Corp.,Smithfield Packaged Meats Corp. Retira Productos De Calzones De Pepperoni Y Cinco Quesos Debido A Una Posible Contaminacin Con Material Extrao,,,,Closed Recall,Class I
"Van Oriental Food, Inc.",Van Oriental Foods Inc. Recalls Pork Egg Rolls Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class II
